,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,IR_0,IR_1,IR_2,IR_3,IR_4,IR_5,IR_6,IR_7,IR_8,IR_9,IR_10
89,-3.948,-1.968,-1.76,-1.583,-1.222,-0.932,-0.641,0.259,0.406,0.968,1.036,-0.141,-0.119,-0.084,-0.069,-0.054,-0.044,-0.032,0.031,0.063,0.105,0.137,-0.208,-0.124,-0.064,-0.039,-0.034,-0.03,-0.019,0.033,0.081,0.207,0.417
90,-2.445,-1.37,-1.221,-1.068,-1.013,-0.799,-0.61,0.359,0.553,0.692,1.451,-0.222,-0.166,-0.134,-0.101,-0.086,-0.068,-0.05,0.079,0.095,0.137,0.264,-0.327,-0.183,-0.153,-0.112,-0.08,-0.054,-0.031,0.073,0.142,0.295,0.503
91,-4.209,-2.535,-1.769,-1.765,-1.507,-1.195,-0.812,0.406,0.441,0.839,1.611,-0.339,-0.25,-0.173,-0.148,-0.141,-0.105,-0.066,0.081,0.112,0.213,0.301,-0.434,-0.129,-0.112,-0.089,-0.08,-0.059,-0.047,0.084,0.185,0.373,0.616
92,-3.329,-2.537,-1.945,-1.85,-1.063,-0.843,-0.718,0.449,0.725,0.767,0.883,-0.301,-0.265,-0.167,-0.133,-0.068,-0.035,-0.026,0.026,0.056,0.079,0.298,-0.345,-0.312,-0.188,-0.084,-0.036,-0.02,-0.017,0.033,0.102,0.126,0.388
93,-4.375,-2.905,-2.215,-1.752,-1.317,-0.912,-0.557,0.234,0.55,0.816,2.073,-0.353,-0.226,-0.195,-0.165,-0.114,-0.096,-0.062,0.013,0.074,0.09,0.384,-0.382,-0.217,-0.127,-0.116,-0.081,-0.078,-0.031,0.024,0.069,0.163,0.476
94,-3.729,-3.072,-2.197,-1.781,-1.499,-1.315,-0.944,-0.497,0.488,0.604,0.909,-0.327,-0.196,-0.182,-0.153,-0.128,-0.098,-0.075,-0.032,0.076,0.113,0.345,-0.378,-0.228,-0.133,-0.101,-0.082,-0.057,-0.027,-0.019,0.09,0.218,0.584
95,-5.226,-2.394,-1.812,-1.41,-1.308,-1.173,-0.166,0.405,0.598,0.798,2.566,-0.264,-0.247,-0.205,-0.187,-0.149,-0.077,-0.017,0.116,0.138,0.16,0.271,-0.633,-0.197,-0.158,-0.138,-0.091,-0.046,0.0,0.088,0.195,0.342,0.505
96,-5.756,-2.897,-1.976,-1.844,-1.641,-1.533,-1.053,-0.675,0.17,0.553,0.822,-0.387,-0.232,-0.185,-0.154,-0.129,-0.114,-0.092,-0.073,0.087,0.186,0.21,-0.421,-0.146,-0.112,-0.09,-0.075,-0.07,-0.059,-0.039,0.164,0.292,0.649
97,-3.239,-1.707,-1.372,-1.084,-0.981,-0.653,0.435,0.585,0.781,0.954,2.423,-0.334,-0.167,-0.157,-0.108,-0.082,-0.066,0.069,0.091,0.12,0.171,0.184,-0.361,-0.224,-0.154,-0.118,-0.053,-0.026,0.072,0.104,0.116,0.204,0.358
98,-12.032,-2.017,-1.199,-1.091,-0.902,-0.83,-0.574,-0.344,0.447,0.552,1.268,-0.462,-0.09,-0.071,-0.048,-0.042,-0.034,-0.026,-0.02,0.047,0.058,0.116,-0.255,-0.142,-0.056,-0.046,-0.039,-0.038,-0.021,-0.01,0.101,0.114,0.207
99,-2.642,-2.093,-1.427,-1.274,-1.142,-0.914,-0.614,0.548,0.626,0.933,1.921,-0.235,-0.213,-0.161,-0.127,-0.109,-0.088,-0.067,0.069,0.131,0.162,0.274,-0.656,-0.241,-0.145,-0.098,-0.079,-0.059,-0.029,0.041,0.194,0.279,0.489
100,-5.659,-3.075,-2.708,-1.503,-1.237,-0.783,-0.676,0.317,0.569,1.1,1.171,-0.203,-0.176,-0.131,-0.126,-0.096,-0.07,-0.055,0.033,0.109,0.121,0.278,-0.289,-0.216,-0.081,-0.077,-0.063,-0.034,-0.02,0.028,0.099,0.264,0.875
101,-6.205,-3.122,-1.524,-1.314,-1.046,-0.851,-0.745,0.058,0.519,0.811,1.594,-0.18,-0.161,-0.092,-0.085,-0.08,-0.066,-0.055,0.026,0.089,0.132,0.158,-0.169,-0.131,-0.113,-0.08,-0.067,-0.041,-0.025,0.021,0.135,0.175,0.497
102,-7.01,-2.588,-2.182,-1.835,-1.365,-1.074,-0.683,-0.305,0.458,0.591,0.874,-0.417,-0.296,-0.162,-0.095,-0.092,-0.076,-0.042,-0.029,0.061,0.067,0.21,-0.311,-0.256,-0.161,-0.076,-0.067,-0.037,-0.022,-0.013,0.098,0.133,0.282
103,-7.194,-3.401,-1.337,-0.986,-0.809,-0.045,0.363,0.494,0.604,0.991,1.433,-0.205,-0.089,-0.064,-0.054,-0.042,0.008,0.059,0.067,0.082,0.088,0.092,-0.207,-0.06,-0.053,-0.035,-0.025,0.02,0.08,0.091,0.128,0.205,0.364
104,-2.724,-1.481,-1.342,-1.005,-0.839,0.368,0.395,0.714,0.803,1.174,1.78,-0.157,-0.116,-0.107,-0.09,-0.039,0.059,0.065,0.099,0.119,0.155,0.176,-0.167,-0.124,-0.09,-0.062,-0.025,0.042,0.069,0.112,0.169,0.38,0.459
105,-3.288,-2.792,-1.814,-1.501,-1.148,-1.047,-0.824,-0.452,0.484,0.658,1.604,-0.249,-0.193,-0.149,-0.108,-0.097,-0.08,-0.045,-0.032,0.066,0.138,0.157,-0.551,-0.13,-0.129,-0.083,-0.062,-0.046,-0.028,-0.016,0.082,0.177,0.474
106,-3.112,-2.231,-1.527,-1.122,-0.869,-0.782,-0.484,0.397,0.724,0.839,2.051,-0.302,-0.154,-0.13,-0.113,-0.1,-0.076,-0.034,0.046,0.081,0.11,0.184,-0.374,-0.161,-0.119,-0.099,-0.073,-0.045,-0.026,0.044,0.071,0.162,0.483
107,-1.873,-1.524,-1.314,-1.105,-0.825,-0.544,0.026,0.562,0.733,0.925,2.062,-0.233,-0.199,-0.166,-0.131,-0.111,-0.062,0.004,0.088,0.117,0.144,0.284,-0.7,-0.237,-0.162,-0.143,-0.108,-0.054,-0.001,0.128,0.187,0.198,0.261
108,-3.879,-3.651,-1.932,-1.406,-1.174,-0.846,-0.715,0.351,0.551,0.793,2.268,-0.35,-0.24,-0.183,-0.105,-0.088,-0.082,-0.037,0.053,0.094,0.125,0.152,-0.447,-0.186,-0.132,-0.105,-0.052,-0.036,-0.017,0.043,0.098,0.187,0.488
109,-3.313,-2.736,-2.155,-1.244,-0.948,-0.815,-0.476,0.487,0.7,1.382,2.46,-0.403,-0.261,-0.152,-0.096,-0.092,-0.087,-0.039,0.068,0.106,0.145,0.189,-0.618,-0.162,-0.122,-0.104,-0.057,-0.035,-0.014,0.038,0.098,0.218,0.513
110,-2.563,-1.346,-1.204,-1.008,-0.762,-0.433,0.496,0.635,0.758,1.653,2.683,-0.204,-0.141,-0.113,-0.104,-0.062,-0.041,0.065,0.075,0.111,0.143,0.198,-0.607,-0.193,-0.136,-0.083,-0.058,-0.024,0.041,0.056,0.132,0.235,0.499
111,-3.434,-2.541,-1.559,-1.19,-0.962,-0.758,-0.486,0.504,0.61,1.405,1.506,-0.358,-0.189,-0.13,-0.117,-0.097,-0.091,-0.043,0.072,0.1,0.137,0.156,-0.474,-0.149,-0.121,-0.101,-0.077,-0.059,-0.017,0.07,0.115,0.263,0.46
112,-2.891,-2.534,-1.853,-1.489,-1.172,-0.866,-0.259,0.62,0.721,0.791,1.694,-0.308,-0.217,-0.172,-0.156,-0.099,-0.062,0.005,0.092,0.116,0.181,0.206,-0.274,-0.207,-0.126,-0.09,-0.046,-0.034,0.009,0.105,0.157,0.268,0.441
113,-3.192,-2.969,-2.176,-1.576,-1.393,-1.045,-0.786,-0.609,0.032,0.494,1.005,-0.366,-0.214,-0.15,-0.111,-0.103,-0.084,-0.056,-0.051,0.039,0.119,0.188,-0.308,-0.232,-0.195,-0.107,-0.08,-0.036,-0.034,-0.02,0.045,0.215,0.455
114,-5.111,-4.855,-1.737,-0.947,-0.665,-0.436,-0.05,0.418,0.493,1.527,4.323,-0.079,-0.061,-0.059,-0.055,-0.039,-0.025,-0.001,0.039,0.062,0.108,0.315,-0.174,-0.097,-0.077,-0.028,-0.017,-0.012,0.01,0.045,0.076,0.145,0.191
115,-2.923,-2.282,-2.058,-1.6,-1.291,-1.078,-0.86,-0.168,0.498,0.627,0.849,-0.412,-0.262,-0.116,-0.093,-0.063,-0.051,-0.038,-0.002,0.078,0.104,0.147,-0.382,-0.316,-0.115,-0.051,-0.043,-0.031,-0.024,0.019,0.147,0.167,0.203
116,-3.623,-2.114,-1.762,-1.093,-0.98,-0.582,0.309,0.516,0.625,0.651,1.224,-0.215,-0.109,-0.08,-0.068,-0.066,-0.027,0.06,0.076,0.086,0.101,0.214,-0.187,-0.104,-0.066,-0.044,-0.029,-0.019,0.087,0.141,0.16,0.246,0.295
117,-3.54,-2.142,-1.669,-1.5,-1.231,-1.06,-0.706,0.308,0.486,0.617,1.251,-0.266,-0.177,-0.061,-0.052,-0.042,-0.026,-0.018,0.032,0.051,0.073,0.233,-0.242,-0.149,-0.105,-0.029,-0.022,-0.017,-0.015,0.05,0.067,0.133,0.306
118,-2.706,-1.947,-1.52,-1.382,-1.333,-0.854,-0.697,-0.358,0.34,0.538,1.155,-0.359,-0.309,-0.049,-0.049,-0.038,-0.025,-0.017,-0.01,0.03,0.05,0.08,-0.185,-0.125,-0.092,-0.038,-0.036,-0.024,-0.017,-0.014,0.07,0.087,0.179
119,-7.865,-7.453,-4.89,-0.959,-0.783,-0.53,-0.415,0.186,0.433,0.523,1.455,-0.075,-0.064,-0.063,-0.057,-0.042,-0.035,-0.022,0.016,0.044,0.058,0.067,-0.199,-0.098,-0.055,-0.038,-0.025,-0.009,-0.008,0.04,0.066,0.109,0.2
120,-4.032,-2.775,-2.007,-1.776,-0.955,-0.756,0.371,0.553,0.605,0.944,1.571,-0.344,-0.176,-0.144,-0.133,-0.083,-0.057,0.096,0.146,0.172,0.192,0.27,-0.36,-0.152,-0.112,-0.067,-0.041,-0.018,0.134,0.172,0.264,0.484,0.495
121,-3.296,-2.712,-1.488,-1.188,-0.875,-0.549,-0.356,0.384,0.537,1.055,2.066,-0.161,-0.071,-0.059,-0.058,-0.044,-0.025,-0.015,0.034,0.052,0.059,0.104,-0.205,-0.152,-0.077,-0.062,-0.048,-0.011,-0.007,0.045,0.053,0.097,0.163
122,-3.087,-2.004,-1.109,-1.005,-0.758,-0.4,0.399,0.493,0.643,0.97,2.602,-0.264,-0.112,-0.089,-0.079,-0.067,-0.049,0.068,0.088,0.096,0.129,0.167,-0.36,-0.174,-0.109,-0.076,-0.041,-0.027,0.07,0.096,0.142,0.206,0.308
123,-3.268,-1.808,-1.689,-1.286,-1.072,-0.75,0.196,0.628,0.833,1.427,1.866,-0.471,-0.406,-0.371,-0.331,-0.207,-0.124,0.113,0.168,0.175,0.219,0.265,-0.313,-0.281,-0.27,-0.241,-0.191,-0.077,0.087,0.162,0.201,0.263,0.422
124,-4.63,-2.454,-1.958,-1.013,-0.937,-0.13,0.577,0.665,0.861,1.047,1.535,-0.363,-0.127,-0.098,-0.083,-0.066,0.018,0.096,0.114,0.129,0.136,0.195,-0.177,-0.098,-0.069,-0.061,-0.038,0.035,0.107,0.131,0.152,0.207,0.359
125,-9.872,-3.75,-1.591,-1.195,-0.9,-0.4,0.347,0.483,0.799,1.258,2.219,-0.374,-0.266,-0.186,-0.106,-0.072,-0.057,0.137,0.167,0.179,0.214,0.26,-0.52,-0.157,-0.108,-0.059,-0.038,-0.015,0.106,0.15,0.275,0.4,1.014
126,-2.551,-1.725,-1.363,-1.242,-0.76,-0.509,0.341,0.567,0.773,0.926,4.023,-0.47,-0.22,-0.09,-0.076,-0.069,-0.052,0.063,0.075,0.087,0.13,0.436,-0.482,-0.163,-0.115,-0.07,-0.043,-0.029,0.068,0.096,0.14,0.222,0.333
127,-27.057,-2.087,-0.966,-0.787,-0.607,-0.108,0.379,0.413,0.553,1.087,3.356,-0.384,-0.076,-0.071,-0.057,-0.048,0.012,0.069,0.096,0.107,0.115,0.268,-0.145,-0.102,-0.055,-0.047,-0.029,0.019,0.085,0.125,0.206,0.255,0.434
128,-5.341,-3.177,-2.281,-1.523,-1.007,-0.765,0.301,0.591,1.002,1.327,2.724,-0.421,-0.187,-0.172,-0.144,-0.116,-0.109,0.039,0.123,0.187,0.193,0.318,-0.416,-0.181,-0.117,-0.089,-0.063,-0.034,0.039,0.085,0.169,0.32,0.387
129,-3.355,-2.595,-1.669,-1.474,-1.245,-1.091,-0.534,0.374,0.67,0.729,0.855,-0.459,-0.175,-0.106,-0.091,-0.067,-0.032,-0.023,0.07,0.09,0.111,0.358,-0.275,-0.14,-0.086,-0.072,-0.055,-0.028,-0.007,0.106,0.124,0.296,0.534
130,-2.755,-2.421,-1.97,-1.666,-1.371,-1.269,-0.185,0.462,0.629,1.221,1.442,-0.382,-0.28,-0.242,-0.237,-0.137,-0.065,-0.019,0.108,0.174,0.233,0.251,-0.837,-0.277,-0.167,-0.123,-0.077,-0.023,-0.002,0.106,0.181,0.374,0.548
131,-3.278,-2.684,-2.077,-1.844,-1.257,-1.034,-0.555,0.427,0.782,1.208,1.375,-0.434,-0.406,-0.349,-0.338,-0.31,-0.264,-0.224,0.257,0.289,0.328,0.465,-0.445,-0.37,-0.232,-0.212,-0.182,-0.134,-0.107,0.206,0.275,0.524,0.784
132,-5.171,-2.914,-2.209,-1.633,-1.188,-0.811,-0.597,0.166,0.499,0.85,0.969,-0.275,-0.229,-0.168,-0.149,-0.124,-0.092,-0.047,0.041,0.124,0.171,0.23,-0.453,-0.173,-0.129,-0.085,-0.064,-0.047,-0.03,0.047,0.143,0.411,0.546
133,-3.667,-2.978,-2.735,-2.046,-1.749,-1.255,-0.866,-0.427,0.667,1.289,1.628,-0.475,-0.356,-0.301,-0.276,-0.227,-0.216,-0.189,-0.029,0.285,0.323,0.479,-0.623,-0.334,-0.201,-0.146,-0.128,-0.094,-0.068,0.004,0.191,0.351,1.083
134,-3.271,-2.773,-2.57,-2.324,-1.674,-1.517,-0.863,-0.583,0.624,1.144,1.681,-0.394,-0.368,-0.335,-0.262,-0.22,-0.185,-0.156,-0.111,0.193,0.282,0.376,-0.69,-0.324,-0.205,-0.127,-0.11,-0.103,-0.06,-0.035,0.15,0.286,0.843
135,-3.032,-2.144,-1.445,-1.439,-1.019,-0.911,-0.56,0.399,0.587,0.864,1.997,-0.379,-0.311,-0.281,-0.205,-0.171,-0.142,-0.089,0.111,0.171,0.223,0.431,-0.49,-0.221,-0.195,-0.158,-0.122,-0.101,-0.082,0.088,0.274,0.39,0.671
136,-3.059,-1.713,-1.298,-1.175,-0.842,0.413,0.577,0.727,1.278,1.918,2.778,-0.256,-0.164,-0.15,-0.119,-0.094,0.061,0.078,0.118,0.157,0.207,0.222,-0.17,-0.132,-0.12,-0.076,-0.055,0.027,0.046,0.145,0.21,0.363,0.615
137,-3.436,-3.077,-2.252,-1.898,-1.266,-1.014,-0.823,-0.512,0.536,0.735,1.297,-0.387,-0.202,-0.159,-0.149,-0.117,-0.106,-0.077,-0.05,0.095,0.172,0.25,-0.389,-0.213,-0.123,-0.084,-0.066,-0.062,-0.046,-0.018,0.115,0.237,0.62
138,-1.76,-1.404,-0.982,-0.685,-0.649,-0.281,-0.214,0.35,0.572,0.666,0.803,-0.115,-0.093,-0.081,-0.058,-0.048,-0.019,-0.014,0.048,0.061,0.091,0.22,-0.343,-0.176,-0.174,-0.062,-0.051,-0.028,-0.014,0.075,0.131,0.174,0.33
139,-3.26,-2.489,-2.231,-1.426,-1.024,-0.795,-0.481,0.539,0.546,0.623,4.014,-0.272,-0.241,-0.199,-0.139,-0.087,-0.073,-0.047,0.062,0.088,0.152,0.446,-0.383,-0.158,-0.121,-0.088,-0.073,-0.054,-0.033,0.078,0.113,0.202,0.516
140,-3.626,-2.338,-1.94,-1.477,-1.397,-0.916,-0.792,-0.503,0.343,0.539,1.14,-0.262,-0.129,-0.08,-0.071,-0.065,-0.049,-0.037,-0.03,0.043,0.051,0.084,-0.175,-0.155,-0.1,-0.064,-0.034,-0.029,-0.024,-0.02,0.04,0.123,0.204
141,-3.815,-2.37,-1.989,-1.782,-1.681,-1.293,-1.011,-0.593,-0.182,0.453,1.022,-0.307,-0.156,-0.125,-0.105,-0.079,-0.07,-0.056,-0.047,0.002,0.074,0.134,-0.253,-0.199,-0.146,-0.071,-0.045,-0.038,-0.033,-0.022,0.007,0.176,0.32
142,-2.465,-1.744,-1.633,-1.181,-0.551,-0.468,0.275,0.545,0.655,0.709,1.104,-0.183,-0.125,-0.071,-0.064,-0.047,-0.023,0.037,0.047,0.064,0.071,0.193,-0.307,-0.102,-0.086,-0.06,-0.047,-0.012,0.051,0.063,0.151,0.186,0.257
143,-3.386,-3.302,-1.858,-1.19,-1.055,-0.846,-0.297,0.418,0.624,0.691,0.838,-0.235,-0.139,-0.108,-0.066,-0.032,-0.025,-0.001,0.039,0.083,0.101,0.205,-0.203,-0.176,-0.097,-0.059,-0.01,-0.009,0.002,0.1,0.14,0.153,0.429
144,-3.202,-1.757,-1.519,-1.29,-0.981,-0.688,0.469,0.598,0.693,1.08,1.765,-0.511,-0.204,-0.134,-0.098,-0.074,-0.069,0.128,0.137,0.161,0.191,0.218,-0.322,-0.274,-0.11,-0.062,-0.048,-0.029,0.095,0.179,0.206,0.332,0.618
145,-2.427,-1.79,-1.714,-0.996,-0.829,0.401,0.546,0.612,0.943,1.708,4.302,-0.336,-0.292,-0.236,-0.22,-0.129,0.109,0.147,0.166,0.26,0.395,0.533,-0.328,-0.262,-0.199,-0.131,-0.064,0.071,0.1,0.171,0.318,0.565,0.916
146,-1.991,-1.284,-1.092,-1.075,-0.818,-0.736,0.464,0.526,0.714,1.061,1.242,-0.296,-0.23,-0.159,-0.148,-0.115,-0.101,0.161,0.193,0.199,0.216,0.226,-0.275,-0.241,-0.235,-0.137,-0.129,-0.062,0.152,0.184,0.27,0.412,0.43
147,-9.927,-1.715,-1.43,-1.027,-0.819,-0.781,0.306,0.383,0.554,1.62,4.262,-0.328,-0.211,-0.179,-0.151,-0.137,-0.125,0.156,0.202,0.217,0.28,0.299,-0.42,-0.224,-0.134,-0.114,-0.099,-0.015,0.079,0.194,0.32,0.644,0.87
148,-3.672,-1.604,-1.245,-1.154,-0.835,-0.366,0.449,0.637,0.759,1.456,3.236,-0.21,-0.137,-0.118,-0.079,-0.067,-0.043,0.05,0.084,0.102,0.114,0.27,-0.355,-0.123,-0.096,-0.057,-0.047,-0.035,0.029,0.084,0.154,0.273,0.402
149,-3.096,-2.508,-2.181,-1.74,-1.446,-0.974,-0.839,-0.289,0.511,0.924,1.177,-0.337,-0.269,-0.248,-0.205,-0.177,-0.147,-0.136,-0.0,0.163,0.286,0.318,-0.512,-0.285,-0.168,-0.125,-0.104,-0.088,-0.069,0.022,0.161,0.53,0.646
150,-3.42,-2.46,-2.05,-1.953,-1.683,-1.349,-0.64,0.179,0.738,0.848,1.46,-0.448,-0.419,-0.365,-0.296,-0.268,-0.232,-0.176,0.127,0.216,0.272,0.311,-0.316,-0.269,-0.22,-0.176,-0.157,-0.144,-0.117,0.09,0.303,0.391,0.612
151,-4.595,-1.961,-1.34,-1.227,-1.031,-0.657,0.331,0.354,1.002,1.303,2.308,-0.406,-0.301,-0.293,-0.187,-0.176,-0.121,0.082,0.141,0.22,0.259,0.352,-0.446,-0.292,-0.143,-0.14,-0.088,-0.062,0.036,0.108,0.219,0.732,1.065
152,-10.533,-2.267,-1.605,-1.104,-0.891,-0.428,-0.225,0.324,0.6,1.076,1.291,-0.337,-0.151,-0.109,-0.09,-0.069,-0.064,-0.04,0.045,0.058,0.083,0.111,-0.318,-0.152,-0.093,-0.071,-0.06,-0.038,-0.016,0.038,0.082,0.224,0.443
153,-3.277,-2.618,-2.04,-1.48,-1.323,-1.024,-0.967,0.082,0.475,0.584,0.649,-0.363,-0.298,-0.251,-0.165,-0.116,-0.105,-0.091,-0.001,0.116,0.192,0.269,-0.518,-0.223,-0.179,-0.109,-0.103,-0.072,-0.053,0.083,0.212,0.329,0.438
154,-3.648,-3.143,-2.381,-1.495,-1.276,-1.052,-0.794,0.321,0.627,0.71,1.724,-0.345,-0.244,-0.221,-0.201,-0.163,-0.136,-0.111,0.04,0.139,0.215,0.266,-0.233,-0.206,-0.168,-0.143,-0.088,-0.074,-0.056,0.074,0.177,0.247,0.46
155,-5.996,-3.699,-1.454,-1.195,-0.689,-0.214,0.377,0.462,0.673,1.195,3.17,-0.323,-0.274,-0.204,-0.161,-0.078,-0.014,0.113,0.13,0.15,0.196,0.305,-0.296,-0.143,-0.1,-0.084,-0.055,-0.012,0.096,0.179,0.238,0.324,0.947
156,-3.122,-1.825,-1.607,-1.551,-1.397,-1.064,-0.923,-0.735,0.054,0.523,0.853,-0.292,-0.228,-0.181,-0.166,-0.143,-0.118,-0.101,-0.062,0.046,0.182,0.335,-0.297,-0.219,-0.212,-0.181,-0.114,-0.079,-0.063,-0.036,0.064,0.318,0.755
157,-2.972,-2.022,-1.183,-1.071,-0.8,-0.617,-0.503,0.588,0.83,1.041,1.901,-0.244,-0.206,-0.166,-0.126,-0.107,-0.102,-0.048,0.06,0.081,0.134,0.198,-0.347,-0.254,-0.198,-0.179,-0.103,-0.044,-0.037,0.052,0.114,0.119,0.494
158,-2.444,-1.744,-1.231,-1.114,-0.969,-0.731,-0.48,0.361,0.537,0.802,3.486,-0.258,-0.164,-0.144,-0.107,-0.066,-0.064,-0.048,0.053,0.091,0.136,0.239,-0.225,-0.143,-0.134,-0.105,-0.094,-0.056,-0.044,0.069,0.12,0.18,0.29
159,-3.192,-2.728,-2.322,-2.068,-1.721,-1.511,-1.03,-0.694,0.286,0.602,1.09,-0.281,-0.246,-0.21,-0.18,-0.139,-0.115,-0.095,-0.073,0.034,0.133,0.275,-0.598,-0.176,-0.132,-0.12,-0.088,-0.077,-0.046,-0.031,0.037,0.26,0.517
160,-3.299,-1.863,-1.697,-1.339,-1.159,-1.11,-0.908,-0.78,0.017,0.498,0.705,-0.303,-0.19,-0.161,-0.126,-0.118,-0.098,-0.084,-0.062,0.057,0.183,0.341,-0.207,-0.187,-0.168,-0.107,-0.098,-0.083,-0.072,-0.035,0.104,0.35,0.709
161,-3.344,-2.305,-2.048,-1.641,-1.123,-0.936,-0.715,-0.654,-0.583,0.535,0.633,-0.284,-0.224,-0.176,-0.118,-0.113,-0.11,-0.107,-0.099,-0.049,0.107,0.308,-0.203,-0.173,-0.164,-0.138,-0.123,-0.091,-0.059,-0.052,-0.041,0.265,0.486
162,-2.438,-1.851,-1.646,-1.396,-1.287,-1.121,-0.698,-0.357,0.548,0.769,1.121,-0.196,-0.098,-0.065,-0.063,-0.058,-0.043,-0.037,-0.026,0.057,0.083,0.144,-0.181,-0.147,-0.062,-0.053,-0.048,-0.039,-0.027,-0.011,0.087,0.11,0.187
163,-3.096,-2.244,-1.952,-1.34,-1.041,-0.9,-0.735,0.383,0.561,0.673,1.779,-0.385,-0.185,-0.158,-0.103,-0.063,-0.044,-0.028,0.06,0.157,0.203,0.354,-0.437,-0.207,-0.149,-0.054,-0.035,-0.025,-0.018,0.067,0.218,0.428,0.631
164,-3.109,-2.193,-2.079,-1.405,-1.215,-1.108,-0.739,-0.463,-0.318,0.458,0.784,-0.227,-0.092,-0.056,-0.05,-0.047,-0.043,-0.032,-0.02,-0.014,0.046,0.074,-0.185,-0.113,-0.096,-0.068,-0.036,-0.023,-0.021,-0.014,-0.012,0.125,0.157
165,-2.988,-2.526,-2.189,-1.387,-1.193,-0.818,-0.665,0.362,0.399,0.73,1.617,-0.236,-0.208,-0.16,-0.089,-0.065,-0.057,-0.034,0.042,0.111,0.193,0.218,-0.307,-0.181,-0.131,-0.075,-0.041,-0.029,-0.023,0.057,0.122,0.443,0.601
166,-14.432,-1.334,-1.261,-1.141,-0.919,-0.732,-0.067,0.587,0.695,0.895,1.316,-0.478,-0.181,-0.122,-0.106,-0.088,-0.08,-0.016,0.083,0.106,0.132,0.195,-0.532,-0.147,-0.13,-0.099,-0.078,-0.051,0.008,0.077,0.134,0.209,0.47
167,-4.026,-1.788,-1.558,-1.467,-1.264,-0.906,-0.56,-0.438,0.296,0.534,1.183,-0.364,-0.167,-0.117,-0.1,-0.074,-0.059,-0.04,-0.027,0.051,0.135,0.183,-0.259,-0.179,-0.13,-0.081,-0.06,-0.04,-0.033,-0.024,0.073,0.22,0.639
168,-2.813,-2.134,-1.878,-1.759,-1.148,-0.984,0.117,0.506,0.645,0.834,0.901,-0.367,-0.26,-0.152,-0.12,-0.077,-0.057,0.049,0.106,0.143,0.147,0.263,-0.373,-0.165,-0.102,-0.073,-0.054,-0.032,0.087,0.151,0.194,0.325,0.389
169,-1.785,-1.389,-1.217,-1.08,-0.536,-0.081,0.357,0.511,0.686,1.506,4.107,-0.092,-0.06,-0.047,-0.039,-0.027,0.003,0.036,0.048,0.055,0.062,0.183,-0.117,-0.063,-0.048,-0.032,-0.024,0.007,0.039,0.048,0.091,0.114,0.241
170,-5.091,-4.807,-1.838,-1.461,-1.202,-0.904,-0.516,0.3,0.462,0.652,4.353,-0.109,-0.066,-0.064,-0.06,-0.045,-0.035,-0.021,0.045,0.066,0.074,0.328,-0.121,-0.082,-0.031,-0.026,-0.014,-0.013,-0.012,0.072,0.124,0.201,0.306
171,-4.587,-3.484,-2.331,-0.826,-0.729,-0.322,0.303,0.471,0.696,0.834,6.769,-0.156,-0.13,-0.126,-0.104,-0.077,-0.039,0.079,0.095,0.108,0.123,0.343,-0.357,-0.173,-0.086,-0.052,-0.029,-0.017,0.081,0.111,0.206,0.223,0.526
172,-4.885,-2.714,-1.782,-1.501,-1.168,-1.084,-0.572,0.324,0.446,0.545,1.373,-0.397,-0.136,-0.094,-0.076,-0.068,-0.049,-0.046,0.071,0.105,0.114,0.137,-0.309,-0.117,-0.071,-0.055,-0.05,-0.038,-0.017,0.093,0.198,0.255,0.388
173,-2.863,-2.3,-2.243,-2.169,-1.912,-1.875,-0.992,-0.016,0.343,0.883,1.175,-0.368,-0.258,-0.23,-0.169,-0.143,-0.122,-0.115,0.014,0.132,0.164,0.195,-0.649,-0.143,-0.117,-0.093,-0.08,-0.066,-0.05,0.019,0.18,0.327,0.509
174,-4.885,-2.581,-2.146,-1.937,-1.847,-1.299,-0.634,0.325,0.457,1.099,2.014,-0.321,-0.29,-0.13,-0.099,-0.083,-0.083,-0.063,0.065,0.091,0.126,0.362,-0.235,-0.153,-0.095,-0.065,-0.043,-0.038,-0.033,0.107,0.129,0.19,0.318
175,-2.353,-1.578,-1.226,-0.942,-0.686,-0.457,0.561,0.712,0.854,0.963,1.798,-0.212,-0.167,-0.133,-0.121,-0.099,-0.062,0.078,0.106,0.147,0.158,0.209,-0.298,-0.258,-0.196,-0.104,-0.065,-0.04,0.091,0.116,0.165,0.186,0.27
176,-3.935,-2.402,-1.931,-1.517,-0.979,-0.681,0.329,0.648,0.829,1.295,2.623,-0.215,-0.198,-0.181,-0.141,-0.1,-0.068,0.072,0.103,0.123,0.207,0.262,-0.266,-0.194,-0.112,-0.068,-0.051,-0.039,0.059,0.091,0.148,0.274,0.466
177,-3.87,-3.361,-1.894,-1.627,-1.145,-0.865,-0.014,0.539,0.754,1.425,2.067,-0.276,-0.198,-0.149,-0.141,-0.126,-0.094,0.031,0.129,0.231,0.294,0.329,-0.251,-0.225,-0.088,-0.073,-0.064,-0.051,0.021,0.091,0.317,0.451,0.917
